claim_id,claim_paid,total_claim_amount,claim_start_date,claim_status,tenure,exposure_id,condition_Other,condition_GastrointestinalIssues,condition_AllergiesAndskin,condition_EyesAndears,condition_Injuries,condition_RoutineCareandExaminations,condition_Illness,condition_Ingestion,condition_Dental,condition_Ortho,condition_BehavioralIssues,claimNb,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,max_tenure,total_earned_units,UW_Date,breed
claim_96b92ed4-0ba3-4a71-9692-87c82e0fcad4,281.2727273,351.5909091,2/07/2024,covered_paid,7,exposure_25410ff1-415d-4dac-bf76-871858aeb933,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,female,FALSE,Not desexed,unknown,1/12/2023 17:00,3,80,100,House,Shepparton,3630,VIC,17/06/2001,80100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,2/12/2023 16:26,Afternoon (12:00 - 17:59),8,8,1/01/2024,border collie
claim_96ec0ef2-695b-4f31-adf1-a14d3072ced8,222.0545455,247.6454545,26/03/2024,covered_paid,1,exposure_c969ef5c-e974-4e67-b7f9-148ef13c0514,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,male,TRUE,7-12 mo,unknown,9/02/2024 17:00,15,90,100,House,Altona Meadows,3028,VIC,16/08/1972,90100,1 years,51,1,2,purebred,spaniel,english springer spaniel,english springer spaniel,TRUE,0,10/02/2024 21:56,Evening (18:00 - 23:59),6,6.689655172,1/02/2024,Other
claim_96ec11c6-33ef-442e-a63f-3a6ffd1047e5,36.52727273,136.5727273,22/06/2024,covered_paid,1,exposure_52cbebd8-fcfd-4d0c-9854-83dc7572e8bd,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,TRUE,7-12 mo,TRUE,9/05/2024 17:00,30,80,100,Apartment,Coburg,3058,VIC,18/09/1989,80100,2 years,34,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,9/05/2024 22:26,Evening (18:00 - 23:59),3,2.719354839,1/05/2024,dachshundminiature smooth haired
claim_96f0871e-165b-4d61-bd6d-45665a6ab3cb,88.78181818,488.2545455,24/05/2024,covered_with_exclusions_paid,5,exposure_19fb7ccd-4943-41b4-ac29-e1686d81ea23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,female,FALSE,Not desexed,unknown,29/12/2023 17:00,2,90,0,Apartment,Saint Kilda West,3182,VIC,25/06/1994,900,0-6 months,29,1,2,unnamed cross,unknown,english cocker spaniel cross,english cocker spaniel cross,FALSE,0,30/12/2023 10:32,Morning (05:00 - 11:59),8,8,1/01/2024,Other
claim_96fc6558-20b9-4b71-bf0f-f1fbd84f71ce,168.2545455,301.2272727,18/04/2024,covered_paid,1,exposure_5d557087-1feb-45fc-9ae4-ed73fa4e3e61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,female,FALSE,Not desexed,unknown,4/03/2024 17:00,4,80,100,House,Surfers Paradise,4217,QLD,26/05/1971,80100,0-6 months,52,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,5/03/2024 8:10,Morning (05:00 - 11:59),5,5.870967742,1/03/2024,french bulldog
claim_971d6d88-2f85-4a1c-88cb-3af050d11837,451.9363636,655.8363636,18/07/2024,covered_paid,6,exposure_6c302b21-a588-4779-9e92-b363cc94b5c8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,FALSE,Not desexed,unknown,7/01/2024 17:00,3,80,100,House,Maiden Gully,3551,VIC,15/08/1986,80100,0-6 months,37,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,8/01/2024 10:15,Morning (05:00 - 11:59),7,7.774193548,1/01/2024,staffordshire bull terrier
claim_972f502b-14f4-435f-8ff9-209a620300ff,145.9636364,162.1818182,22/05/2024,covered_paid,1,exposure_0f01e03c-48fb-4568-801d-465c88288d5d,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,TRUE,2+ yr,FALSE,10/04/2024 17:00,44,90,0,House,Maroubra,2035,NSW,30/08/1993,900,3 years,30,1,2,unnamed cross,unknown,border collie cross,border collie cross,FALSE,0,11/04/2024 16:55,Afternoon (12:00 - 17:59),4,4.666666667,1/04/2024,border collie cross
claim_97386ffb-760e-4cc1-808f-e65012608ce0,93.63636364,93.63636364,27/05/2024,covered_paid,1,exposure_fd41c1a7-91bf-4f2f-beb4-75ce42237c8f,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,31/03/2024 17:00,3,100,200,House,Berkeley Vale,2261,NSW,11/06/1998,100200,0-6 months,25,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,TRUE,0,1/04/2024 19:35,Evening (18:00 - 23:59),4,5,1/04/2024,english cocker spaniel
claim_9764afdc-9047-4303-9a28-327d4ee578c6,29.81818182,128.1818182,24/06/2024,covered_paid,1,exposure_2b8fbac5-cedd-4ee2-8c74-4c8fcff1a11f,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,FALSE,Not desexed,FALSE,25/05/2024 17:00,2,80,100,House,Arcadia Vale,2283,NSW,16/08/1992,80100,0-6 months,31,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,26/05/2024 14:43,Afternoon (12:00 - 17:59),3,3.193548387,1/05/2024,staffordshire bull terrier
claim_976d4cda-18cc-4587-9fde-600f46e8a1b8,1551.272727,1975.454545,19/07/2024,covered_with_exclusions_paid,1,exposure_ba4debfc-b35b-40bc-967f-f2ca4f8a109a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,7/06/2024 17:00,50,80,200,House,Mermaid Waters,4218,QLD,23/02/1991,80200,4 years,33,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,3/06/2024 21:35,Evening (18:00 - 23:59),2,2.766666667,1/06/2024,schnauzerminiature
claim_977618ac-7116-47d4-93db-b038500e58b8,64.8,81,17/06/2024,covered_paid,1,exposure_03a111f2-4278-496b-932d-db5b0ab6feb2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,FALSE,23/05/2024 17:00,3,80,100,House,Aintree,3336,VIC,13/03/1984,80100,0-6 months,40,1,2,unnamed cross,unknown,groodle cross,groodle cross,FALSE,0,24/05/2024 21:39,Evening (18:00 - 23:59),3,3.258064516,1/05/2024,Other
claim_9779e98b-9643-4289-b3a1-ab67eca54c6b,53.25454545,144.1636364,14/08/2024,covered_paid,5,exposure_0c412cec-c248-46e0-8664-b51d04b6980c,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,2/03/2024 17:00,11,100,100,House,Woody Point,4019,QLD,13/02/1999,100100,7-12 months,25,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,TRUE,0,3/03/2024 14:59,Afternoon (12:00 - 17:59),5,6,1/03/2024,dachshundminiature smooth haired
claim_97ad213f-843e-4552-944c-7628803dde87,449.9181818,653.3090909,6/01/2024,covered_paid,2,exposure_a1f1d58c-8bb9-4960-b178-d70844a99c6f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,23/11/2023 17:00,18,80,100,House,Scarborough,4020,QLD,9/05/1963,80100,1 years,60,1,1,unnamed cross,unknown,fox terrier cross,fox terrier cross,FALSE,0,24/11/2023 6:27,Morning (05:00 - 11:59),9,8,1/01/2024,Other
claim_97baafe6-e18e-4a42-bee6-f139b17c8cfe,125.6272727,218.8545455,8/05/2024,covered_with_exclusions_paid,2,exposure_bc6a6830-6e7b-4a0e-946a-172b3c4fdca5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,14/03/2024 17:00,2,80,0,House,Kallangur,4503,QLD,23/09/1989,800,0-6 months,34,1,2,purebred,collie related,australian shepherd,australian shepherd,TRUE,0,15/03/2024 6:00,Morning (05:00 - 11:59),5,5.548387097,1/03/2024,australian shepherd
claim_97c0aebb-9eb6-4cc6-8fc4-6986b3718f15,94.54545455,118.1818182,15/05/2024,covered_paid,3,exposure_5a125564-e0ae-4165-bbea-62081c41004d,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,male,FALSE,Not desexed,unknown,19/02/2024 17:00,7,80,100,House,Campbell,2612,ACT,26/11/2001,80100,7-12 months,22,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,20/02/2024 8:59,Morning (05:00 - 11:59),6,6.344827586,1/02/2024,pembroke welsh corgi
claim_97d5fe63-9fe0-4cf5-827c-5abda550a448,258.1090909,322.6363636,23/06/2024,covered_paid,6,exposure_c1509400-79f6-4e53-b22f-a7c85c08c535,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,6/12/2023 17:00,2,100,100,Apartment,Potts Point,2011,NSW,12/02/1997,100100,0-6 months,26,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,7/12/2023 8:53,Morning (05:00 - 11:59),8,8,1/01/2024,cavoodle
claim_9808960b-c52f-4a6f-a86b-11ed2252dff8,158.1454545,197.6818182,10/07/2024,covered_paid,2,exposure_988633b7-5c72-46e6-b7d2-2c50d1970c06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,female,FALSE,Not desexed,unknown,30/04/2024 17:00,3,80,100,Apartment,Glenroy,3046,VIC,11/09/1993,80100,0-6 months,30,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,20/03/2024 15:56,Afternoon (12:00 - 17:59),3,4,1/05/2024,groodle
claim_9834f32a-9efe-45f8-a429-d305bb6ed364,251.5181818,405.3090909,25/04/2024,covered_paid,2,exposure_ece3616e-da9e-4381-9d1e-cd5a0e8bd66e,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,11/02/2024 17:00,10,80,100,House,Douglas,4814,QLD,21/08/1996,80100,7-12 months,27,1,2,purebred,collie related,border collie,border collie,FALSE,0,12/02/2024 16:04,Afternoon (12:00 - 17:59),6,6.620689655,1/02/2024,border collie
claim_9861415f-49a4-473b-9a9b-533be4136d4a,205.8909091,348.2727273,29/02/2024,covered_paid,3,exposure_764ca3c6-b47b-4029-b459-402f42b149ed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,10/11/2023 17:00,28,80,100,House,Curtin,2605,ACT,30/11/1969,80100,2 years,54,1,2,purebred,setter,brittany spaniel,brittany spaniel,FALSE,0,11/11/2023 15:17,Afternoon (12:00 - 17:59),9,8,1/01/2024,Other
claim_9880716e-6a78-4712-964e-86824a8c47ce,166.8636364,166.8636364,30/05/2024,covered_paid,4,exposure_d549b87a-4487-4da0-9266-cab546f317cd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,TRUE,7-12 mo,unknown,16/01/2024 17:00,67,100,100,House,Katoomba,2780,NSW,2/07/1971,100100,5 years,52,2,2,cross,cross,cross,"staffordshire bull terrier cross, australian kelpie",FALSE,0,21/12/2023 12:35,Afternoon (12:00 - 17:59),7,7.483870968,1/01/2024,cross
claim_9881f3da-41a2-4bab-8b7f-b699755b9224,64.90909091,172.0545455,20/06/2024,covered_paid,3,exposure_31c71ea8-ac3e-44d1-8cc5-9000e35dd1a4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,10/03/2024 17:00,40,80,100,House,Keperra,4054,QLD,24/12/1979,80100,3 years,44,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,11/03/2024 21:38,Evening (18:00 - 23:59),5,5.677419355,1/03/2024,labradoodle
claim_988c2722-e2e5-4558-b06e-756c6486c6fc,63.63636364,63.63636364,11/06/2024,covered_paid,6,exposure_24f6957d-14ff-4512-8893-c90796491939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,male,FALSE,Not desexed,unknown,1/12/2023 17:00,59,80,100,House,Banksia Beach,4507,QLD,10/08/1976,80100,4 years,47,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2/12/2023 13:40,Afternoon (12:00 - 17:59),8,8,1/01/2024,american staffordshire terrier
claim_98b17428-1004-4afd-8136-70f23126fe8e,149.3636364,149.3636364,2/07/2024,covered_paid,6,exposure_d549b87a-4487-4da0-9266-cab546f317cd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,TRUE,7-12 mo,unknown,16/01/2024 17:00,67,100,100,House,Katoomba,2780,NSW,2/07/1971,100100,5 years,52,2,2,cross,cross,cross,"staffordshire bull terrier cross, australian kelpie",FALSE,0,21/12/2023 12:35,Afternoon (12:00 - 17:59),7,7.483870968,1/01/2024,cross
claim_98b337f3-78f8-43a3-9572-313074dd6d69,90,100,14/01/2024,covered_paid,0,exposure_341d64a2-6198-48e0-a034-4c40ede69998,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,male,TRUE,7-12 mo,unknown,7/01/2024 17:00,50,90,0,Apartment,Double Bay,2028,NSW,17/08/1996,900,4 years,27,2,1.5,cross,cross,cross,"poodle cross, shih tzu",FALSE,0,8/01/2024 19:46,Evening (18:00 - 23:59),7,7.774193548,1/01/2024,cross
claim_98b6d7d3-a7f6-4246-8643-b2f9ac23c4c6,283.6363636,354.5454545,4/06/2024,covered_paid,5,exposure_6e1899b3-6fec-485f-9172-f5cd2fcd55b8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,male,FALSE,Not desexed,unknown,31/12/2023 17:00,1,80,100,House,Greendale,3341,VIC,22/01/1966,80100,0-6 months,57,1,2,unnamed cross,unknown,border collie cross,border collie cross,FALSE,0,1/01/2024 8:39,Morning (05:00 - 11:59),7,8,1/01/2024,border collie cross
claim_98dee61c-6914-491d-a017-67d2b2930e76,115.9636364,235.8636364,12/03/2024,covered_paid,2,exposure_91de036f-123d-4ec6-a3d2-be80037fbcbe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,female,TRUE,4-6 mo,unknown,5/01/2024 17:00,7,80,100,House,Drummoyne,2047,NSW,1/08/1979,80100,7-12 months,44,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,6/01/2024 19:59,Evening (18:00 - 23:59),7,7.838709677,1/01/2024,staffordshire bull terrier
claim_98f4467d-78b5-44b0-93e4-eec4214dc2b4,237.2727273,263.6363636,17/08/2024,covered_paid,3,exposure_a0046a97-5409-4a6c-9ba3-aa37285cde3b,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,21/05/2024 17:00,12,90,0,House,Arncliffe,2205,NSW,10/04/1973,900,7-12 months,51,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,22/05/2024 18:33,Evening (18:00 - 23:59),3,3.322580645,1/05/2024,cavoodle
claim_98f5e99f-f29e-4bd1-89d9-90f5bf2ce5fe,208.9090909,208.9090909,15/06/2024,covered_paid,4,exposure_815cb246-ae6d-455e-8894-4b7d45568bf6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,female,FALSE,Not desexed,unknown,23/02/2024 17:00,10,100,100,Apartment,Campbelltown,2560,NSW,16/05/1983,100100,7-12 months,40,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,24/02/2024 21:15,Evening (18:00 - 23:59),6,6.206896552,1/02/2024,french bulldog
claim_9935f802-b31a-4ba2-8ffe-bcd741868e37,117.8181818,221.8181818,21/03/2024,covered_paid,3,exposure_620bc2c6-99cd-4ff2-85cf-2b8df7527a35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,female,TRUE,7-12 mo,unknown,25/12/2023 17:00,13,90,100,House,Salamander Bay,2317,NSW,17/06/1974,90100,1 years,49,2,3,cross,cross,cross,"labrador retriever cross, rhodesian ridgeback",FALSE,0,26/12/2023 11:55,Morning (05:00 - 11:59),8,8,1/01/2024,cross
claim_9938061d-5bef-4474-8bc5-3cf5e60f5f22,101.0909091,217.2727273,11/08/2024,covered_paid,2,exposure_170826d5-bc54-4930-bba5-410c48ed7023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,male,TRUE,4-6 mo,TRUE,10/06/2024 17:00,32,80,100,House,Moonee Ponds,3039,VIC,13/02/1999,80100,2 years,25,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,11/06/2024 9:15,Morning (05:00 - 11:59),2,2.666666667,1/06/2024,dachshundminiature smooth haired
claim_99670a16-8a71-4da1-9055-079fbe9ceddd,112.4,231.4090909,19/08/2024,covered_paid,1,exposure_02c07262-a62e-4a84-b6b2-363646341d3a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,5/07/2024 17:00,26,80,100,House,Botanic Ridge,3977,VIC,9/04/1992,80100,2 years,32,1,3,unnamed cross,unknown,labrador retriever cross,labrador retriever cross,FALSE,0,6/07/2024 13:37,Afternoon (12:00 - 17:59),1,1.838709677,1/07/2024,Other
claim_99c2523f-6fb6-4153-82cb-5b9be53ce9b9,51.90909091,291.5909091,24/06/2024,covered_with_exclusions_paid,3,exposure_a5539c8a-c46b-40f8-8e2c-db9515f7a750,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,28/03/2024 17:00,2,90,100,House,Croydon,2132,NSW,26/04/1988,90100,0-6 months,35,1,2,purebred,retriever,nova scotia duck tolling retriever,nova scotia duck tolling retriever,FALSE,0,29/03/2024 11:24,Morning (05:00 - 11:59),5,5.096774194,1/03/2024,Other
claim_99e3a33c-c2be-4347-ab5a-7a0d4d6f18c9,123.5545455,245.3545455,19/02/2024,covered_paid,1,exposure_d682c091-c8a3-411e-88e1-162e346307f0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,TRUE,0-3 mo,unknown,18/01/2024 17:00,7,80,100,House,Prospect,2148,NSW,20/06/2002,80100,7-12 months,21,1,3,cross,unknown,bernedoodle,bernedoodle,FALSE,0,19/01/2024 11:52,Morning (05:00 - 11:59),5,4.419354839,1/01/2024,Other
claim_9a0145f3-5f65-4814-9715-6c259fd4f112,88.8,189.5818182,4/04/2024,covered_paid,2,exposure_b0c2f5e4-3c37-4a0d-88e2-beb68d5f87a8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,female,FALSE,Not desexed,unknown,3/02/2024 17:00,3,90,100,House,Mount Dandenong,3767,VIC,7/10/1967,90100,0-6 months,56,1,1,purebred,terrier,west highland white terrier,west highland white terrier,FALSE,0,4/02/2024 20:15,Evening (18:00 - 23:59),6,6.896551724,1/02/2024,Other
claim_9a03bbf2-f20d-43d2-91ba-be8a6d4a1cf7,456.4,570.5090909,30/04/2024,covered_paid,6,exposure_c9d545bb-a9d4-4774-84d7-cb5eaea7f4fe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,female,TRUE,0-3 mo,unknown,5/10/2023 17:00,40,80,0,Apartment,Bondi,2026,NSW,17/12/1992,800,3 years,30,1,3,designerbreed,water dog,goldendoodle,goldendoodle,FALSE,0,22/09/2023 12:30,Afternoon (12:00 - 17:59),10,8,1/01/2024,Other
claim_9a07b9d0-6862-4382-91fb-227918691295,133.4,148.2272727,28/06/2024,covered_paid,2,exposure_b4c2e583-2864-4db0-af91-162768b4bfa6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,male,TRUE,1-2 yr,unknown,4/04/2024 17:00,27,90,100,House,Nerang,4211,QLD,24/08/1991,90100,2 years,32,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,5/04/2024 13:47,Afternoon (12:00 - 17:59),4,4.866666667,1/04/2024,dachshundminiature smooth haired
claim_9a1e9608-fc64-40f5-a7f2-d9d112b64455,705.4545455,881.8181818,12/06/2024,covered_paid,6,exposure_22f4865d-09c1-48b9-b8a9-1d859144b292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,female,TRUE,1-2 yr,unknown,27/12/2023 17:00,13,80,100,Apartment,Glebe,2037,NSW,7/07/1998,80100,1 years,25,1,2,unnamed cross,unknown,border collie cross,border collie cross,FALSE,0,28/12/2023 12:56,Afternoon (12:00 - 17:59),8,8,1/01/2024,border collie cross
claim_9a4a5ec0-59d8-46d7-9666-7f1bbbf691a7,246.5090909,308.1363636,26/02/2024,covered_paid,1,exposure_461ac952-5652-4ce7-9364-d4c01babfa92,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,male,FALSE,Not desexed,unknown,10/01/2024 17:00,3,80,100,House,Dolls Point,2219,NSW,10/02/2000,80100,0-6 months,23,1,3,purebred,spitz related,chow chow,chow chow,FALSE,0,11/01/2024 3:43,Late Night (00:00 - 04:59),7,7.677419355,1/01/2024,Other
claim_9a6b14cc-3521-4cd1-9f2e-00667981c498,109.0181818,136.2727273,3/05/2024,covered_paid,7,exposure_c9d545bb-a9d4-4774-84d7-cb5eaea7f4fe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,female,TRUE,0-3 mo,unknown,5/10/2023 17:00,40,80,0,Apartment,Bondi,2026,NSW,17/12/1992,800,3 years,30,1,3,designerbreed,water dog,goldendoodle,goldendoodle,FALSE,0,22/09/2023 12:30,Afternoon (12:00 - 17:59),10,8,1/01/2024,Other
claim_9a9308f2-5397-4666-8841-64358ef19aaa,1355.563636,1597.090909,9/05/2024,covered_paid,2,exposure_7293c9c8-66ec-4ab0-92a1-46b0b289652b,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,male,FALSE,Not desexed,unknown,16/03/2024 17:00,3,90,100,House,Toongabbie,2146,NSW,9/09/1991,90100,0-6 months,32,2,1.5,cross,cross,cross,"pembroke welsh corgi cross, cavalier king charles spaniel",FALSE,0,17/03/2024 20:07,Evening (18:00 - 23:59),4,3,1/03/2024,cross
claim_9a931d21-4137-4a90-84af-9d5950332328,457.0909091,548,1/07/2024,covered_paid,8,exposure_fd75790f-cc34-4f34-b1c4-f6a509e19415,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,18/11/2023 17:00,2,100,100,Apartment,Surry Hills,2010,NSW,27/11/1954,100100,0-6 months,69,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,19/11/2023 21:42,Evening (18:00 - 23:59),9,8,1/01/2024,cavoodle
claim_9a9ad2f9-6147-4a15-ac40-c0484b426d03,98,122.5,13/06/2024,covered_paid,2,exposure_06b7dec5-c467-4f08-9301-6ad203a77e34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,male,FALSE,Not desexed,unknown,6/04/2024 17:00,3,80,100,House,Seaford Rise,5169,SA,22/12/1977,80100,0-6 months,46,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,7/04/2024 15:54,Afternoon (12:00 - 17:59),4,3.8,1/04/2024,poodletoy
claim_9aac7ff5-acc7-424b-b176-65626d1148ce,106.8090909,209.5909091,27/07/2024,covered_paid,3,exposure_30656252-8d3e-41ac-9d23-520e47993579,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,male,FALSE,Not desexed,unknown,31/03/2024 17:00,4,90,100,Apartment,Redfern,2016,NSW,20/02/1989,90100,0-6 months,35,2,1,cross,cross,cross,"jack russell terrier cross, fox terrierminiature",FALSE,0,25/03/2024 19:08,Evening (18:00 - 23:59),4,5,1/04/2024,cross
claim_9abd9154-2879-47e8-8262-e58cfd186f7a,436.3636364,648.4545455,20/08/2024,covered_with_exclusions_paid,4,exposure_a16a5758-e0ea-41b3-a57e-5a1ff5fd85b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,female,FALSE,Not desexed,unknown,9/04/2024 17:00,3,80,100,House,Kirrawee,2232,NSW,16/02/1981,80100,0-6 months,43,1,3,cross,unknown,bernedoodle,bernedoodle,FALSE,0,10/04/2024 13:07,Afternoon (12:00 - 17:59),4,4.7,1/04/2024,Other
claim_9ad45d11-1a5c-4d97-8f62-8517541f92c4,60.36363636,157.5,20/03/2024,covered_with_exclusions_paid,3,exposure_4bbd13b2-9c69-4ad4-9c58-6dc4cc0c25d0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,female,TRUE,7-12 mo,unknown,14/12/2023 17:00,27,80,0,House,Waikiki,6169,WA,30/11/1968,800,2 years,55,1,1,purebred,white fluffy,maltese,maltese,TRUE,0,4/12/2023 10:24,Morning (05:00 - 11:59),8,8,1/01/2024,Other
claim_9afa0dd9-b7b7-43f4-80df-51ec117b8c79,1415.281818,1860.018182,4/04/2024,covered_paid,3,exposure_6bd4b3c2-7339-4e31-a728-ef42c7d5fde7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,female,FALSE,Not desexed,unknown,17/01/2024 17:00,2,80,100,House,Ferny Grove,4055,QLD,12/01/1979,80100,0-6 months,45,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,18/01/2024 18:46,Evening (18:00 - 23:59),7,7.451612903,1/01/2024,cavoodle
